exp;L;B;G;run;primes_found;primes_found_atomic;time;time_atomic
24;32;64;2048;9;0;1077871;2,3272;2,3368
24;32;128;4096;0;0;1077871;1,3243;1,2463
24;32;128;4096;1;0;1077871;1,2422;1,2459
24;32;128;4096;2;1;1077871;1,2590;1,2553
24;32;128;4096;3;0;1077871;1,2429;1,2459
24;32;128;4096;4;0;1077871;1,2418;1,2457
24;32;128;4096;5;0;1077871;1,2506;1,2543
24;32;128;4096;6;0;1077871;1,2415;1,2460
24;32;128;4096;7;0;1077871;1,2433;1,2483
24;32;128;4096;8;1;1077871;1,2489;1,2544
24;32;128;4096;9;0;1077871;1,2515;1,2545
24;32;256;8192;0;0;1077871;1,2487;1,2239
24;32;256;8192;1;0;1077871;1,2390;1,2149
24;32;256;8192;2;0;1077871;1,2093;1,2159
24;32;256;8192;3;0;1077871;1,2182;1,2245
24;32;256;8192;4;0;1077871;1,2495;1,2241
24;32;256;8192;5;1;1077871;1,2092;1,2154
24;32;256;8192;6;0;1077871;1,2398;1,2160
24;32;256;8192;7;1;1077871;1,2149;1,2243
24;32;256;8192;8;0;1077871;1,2100;1,2163
24;32;256;8192;9;0;1077871;1,2096;1,2156
24;64;16;1024;0;0;1077871;4,3381;4,3906
24;64;16;1024;1;0;1077871;4,3345;4,3647
24;64;16;1024;2;0;1077871;4,3659;4,3900
24;64;16;1024;3;0;1077871;4,3353;4,3849
24;64;16;1024;4;0;1077871;4,3342;4,3660
24;64;16;1024;5;0;1077871;4,3345;4,3747
24;64;16;1024;6;0;1077871;4,3648;4,3905
24;64;16;1024;7;0;1077871;4,3353;4,3843
24;64;16;1024;8;0;1077871;4,3345;4,3668
24;64;16;1024;9;0;1077871;4,3643;4,3895
24;64;32;2048;0;0;1077871;2,3356;2,3417
24;64;32;2048;1;0;1077871;2,3192;2,3249
24;64;32;2048;2;0;1077871;2,3297;2,3418
24;64;32;2048;3;0;1077871;2,3183;2,3264
24;64;32;2048;4;0;1077871;2,3199;2,3425
24;64;32;2048;5;0;1077871;2,3345;2,3433
24;64;32;2048;6;0;1077871;2,3187;2,3267
24;64;32;2048;7;0;1077871;2,3188;2,3379
24;64;32;2048;8;0;1077871;2,3361;2,3415
24;64;32;2048;9;1;1077871;2,3178;2,3250
24;64;64;4096;0;0;1077871;1,2493;1,2572
24;64;64;4096;1;0;1077871;1,2523;1,2566
24;64;64;4096;2;0;1077871;1,2436;1,2480
24;64;64;4096;3;0;1077871;1,2435;1,2481
24;64;64;4096;4;0;1077871;1,2514;1,2568
24;64;64;4096;5;0;1077871;1,2514;1,2570
24;64;64;4096;6;0;1077871;1,2424;1,2477
24;64;64;4096;7;0;1077871;1,2443;1,2554
24;64;64;4096;8;0;1077871;1,2523;1,2564
24;64;64;4096;9;0;1077871;1,2452;1,2478
24;64;128;8192;0;0;1077871;0,7756;0,7910
24;64;128;8192;1;0;1077871;0,7808;0,7960
24;64;128;8192;2;0;1077871;0,7749;0,7899
24;64;128;8192;3;0;1077871;0,7756;0,7902
24;64;128;8192;4;0;1077871;0,7751;0,7900
24;64;128;8192;5;0;1077871;0,7748;0,7903
24;64;128;8192;6;0;1077871;0,7804;0,7961
24;64;128;8192;7;1;1077871;0,8150;0,7684
24;64;128;8192;8;1;1077871;0,7532;0,7681
24;64;128;8192;9;1;1077871;0,7530;0,7677
24;64;256;16384;0;0;1077871;0,7142;0,7184
24;64;256;16384;1;0;1077871;0,7147;0,7206
24;64;256;16384;2;0;1077871;0,7145;0,7174
24;64;256;16384;3;0;1077871;0,7143;0,7176
24;64;256;16384;4;1;1077871;0,7146;0,7178
24;64;256;16384;5;0;1077871;0,7145;0,7178
24;64;256;16384;6;0;1077871;0,7143;0,7174
24;64;256;16384;7;1;1077871;0,7149;0,7179
24;64;256;16384;8;0;1077871;0,7146;0,7179
24;64;256;16384;9;0;1077871;0,7143;0,7175
24;128;16;2048;0;0;1077871;2,2602;2,2660
24;128;16;2048;1;0;1077871;2,2557;2,2629
24;128;16;2048;2;0;1077871;2,2561;2,2636
24;128;16;2048;3;1;1077871;2,2825;2,2660
24;128;16;2048;4;0;1077871;2,2541;2,2616
24;128;16;2048;5;0;1077871;2,2539;2,2619
24;128;16;2048;6;0;1077871;2,2538;2,2613
24;128;16;2048;7;1;1077871;2,2541;2,2615
24;128;16;2048;8;0;1077871;2,2538;2,2612
24;128;16;2048;9;1;1077871;2,2537;2,2612
24;128;32;4096;0;0;1077871;1,2065;1,2102
24;128;32;4096;1;0;1077871;1,2064;1,2100
24;128;32;4096;2;0;1077871;1,2065;1,2108
24;128;32;4096;3;0;1077871;1,2065;1,2105
24;128;32;4096;4;0;1077871;1,2065;1,2103
24;128;32;4096;5;0;1077871;1,2063;1,2102
24;128;32;4096;6;0;1077871;1,2062;1,2101
24;128;32;4096;7;0;1077871;1,2063;1,2103
24;128;32;4096;8;1;1077871;1,2103;1,2200
24;128;32;4096;9;0;1077871;1,2408;1,2509
24;128;64;8192;0;0;1077871;0,7735;0,7885
24;128;64;8192;1;1;1077871;0,7732;0,7887
24;128;64;8192;2;0;1077871;0,7737;0,7893
24;128;64;8192;3;0;1077871;0,7736;0,7886
24;128;64;8192;4;1;1077871;0,7735;0,7883
24;128;64;8192;5;0;1077871;0,7735;0,7910
24;128;64;8192;6;0;1077871;0,7797;0,7943
24;128;64;8192;7;1;1077871;0,7734;0,7877
24;128;64;8192;8;0;1077871;0,7738;0,7878
24;128;64;8192;9;0;1077871;0,7729;0,7879
24;128;128;16384;0;0;1077871;0,7167;0,7187
24;128;128;16384;1;0;1077871;0,7224;0,7247
24;128;128;16384;2;0;1077871;0,7222;0,7254
24;128;128;16384;3;0;1077871;0,7168;0,7184
24;128;128;16384;4;0;1077871;0,7169;0,7185
24;128;128;16384;5;0;1077871;0,7183;0,7195
24;128;128;16384;6;0;1077871;0,7186;0,7196
24;128;128;16384;7;0;1077871;0,7200;0,7204
24;128;128;16384;8;0;1077871;0,7235;0,7242
24;128;128;16384;9;0;1077871;0,7263;0,7269
24;128;256;32768;0;1;1077871;0,6293;0,6331
24;128;256;32768;1;1;1077871;0,6298;0,6343
24;128;256;32768;2;0;1077871;0,6292;0,6337
24;128;256;32768;3;0;1077871;0,6332;0,6396
24;128;256;32768;4;0;1077871;0,6357;0,6402
24;128;256;32768;5;0;1077871;0,6301;0,6338
24;128;256;32768;6;0;1077871;0,6292;0,6329
24;128;256;32768;7;1;1077871;0,6358;0,6401
24;128;256;32768;8;0;1077871;0,6349;0,6396
24;128;256;32768;9;0;1077871;0,6354;0,6387
24;256;16;4096;0;0;1077871;1,3577;1,3483
24;256;16;4096;1;0;1077871;1,3570;1,3485
24;256;16;4096;2;0;1077871;1,3669;1,3572
24;256;16;4096;3;1;1077871;1,3680;1,3580
24;256;16;4096;4;0;1077871;1,3672;1,3582
24;256;16;4096;5;0;1077871;1,3574;1,3485
24;256;16;4096;6;1;1077871;1,3570;1,3477
24;256;16;4096;7;0;1077871;1,3656;1,3581
24;256;16;4096;8;1;1077871;1,3681;1,3576
24;256;16;4096;9;0;1077871;1,3567;1,3484
24;256;32;8192;0;0;1077871;0,8631;0,8636
24;256;32;8192;1;0;1077871;0,8644;0,8698
24;256;32;8192;2;0;1077871;0,8706;0,8697
24;256;32;8192;3;1;1077871;0,8699;0,8701
24;256;32;8192;4;1;1077871;0,8713;0,8703
24;256;32;8192;5;0;1077871;0,8630;0,8633
24;256;32;8192;6;0;1077871;0,8633;0,8637
24;256;32;8192;7;0;1077871;0,8701;0,8708
24;256;32;8192;8;0;1077871;0,8704;0,8716
24;256;32;8192;9;0;1077871;0,8707;0,8701
24;256;64;16384;0;0;1077871;0,7179;0,7167
24;256;64;16384;1;1;1077871;0,7166;0,7167
24;256;64;16384;2;1;1077871;0,7159;0,7201
24;256;64;16384;3;0;1077871;0,7199;0,7183
24;256;64;16384;4;1;1077871;0,7176;0,7167
24;256;64;16384;5;1;1077871;0,7169;0,7173
24;256;64;16384;6;0;1077871;0,7186;0,7176
24;256;64;16384;7;0;1077871;0,7199;0,7173
24;256;64;16384;8;1;1077871;0,7172;0,7193
24;256;64;16384;9;1;1077871;0,7165;0,7170
24;256;128;32768;0;0;1077871;0,6308;0,6281
24;256;128;32768;1;0;1077871;0,6358;0,6295
24;256;128;32768;2;1;1077871;0,6348;0,6349
24;256;128;32768;3;1;1077871;0,6366;0,6351
24;256;128;32768;4;0;1077871;0,6307;0,6283
24;256;128;32768;5;0;1077871;0,6299;0,6280
24;256;128;32768;6;1;1077871;0,6300;0,6301
24;256;128;32768;7;0;1077871;0,6366;0,6353
24;256;128;32768;8;1;1077871;0,6369;0,6364
24;256;128;32768;9;1;1077871;0,6388;0,6349
24;256;256;65536;0;1;1077871;0,6041;0,6027
24;256;256;65536;1;1;1077871;0,6037;0,6025
24;256;256;65536;2;1;1077871;0,6025;0,6046
24;256;256;65536;3;1;1077871;0,6072;0,6079
24;256;256;65536;4;0;1077871;0,6103;0,6098
24;256;256;65536;5;0;1077871;0,6103;0,6073
24;256;256;65536;6;0;1077871;0,6117;0,6110
24;256;256;65536;7;0;1077871;0,6095;0,6105
24;256;256;65536;8;0;1077871;0,6091;0,6085
24;256;256;65536;9;1;1077871;0,6027;0,6011
24;512;16;8192;0;1;1077871;1,0267;1,0242
24;512;16;8192;1;0;1077871;1,0282;1,0244
24;512;16;8192;2;0;1077871;1,0269;1,0232
24;512;16;8192;3;1;1077871;1,0266;1,0234
24;512;16;8192;4;0;1077871;1,0298;1,0313
24;512;16;8192;5;1;1077871;1,0357;1,0325
24;512;16;8192;6;1;1077871;1,0277;1,0232
24;512;16;8192;7;1;1077871;1,0268;1,0245
24;512;16;8192;8;1;1077871;1,0280;1,0319
24;512;16;8192;9;0;1077871;1,0354;1,0320
24;512;32;16384;0;1;1077871;0,7759;0,7780
24;512;32;16384;1;1;1077871;0,7796;0,7804
24;512;32;16384;2;1;1077871;0,7894;0,7981
24;512;32;16384;3;0;1077871;0,7781;0,7776
24;512;32;16384;4;1;1077871;0,7776;0,7775
24;512;32;16384;5;0;1077871;0,7783;0,7785
24;512;32;16384;6;0;1077871;0,7785;0,7778
24;512;32;16384;7;1;1077871;0,7785;0,7780
24;512;32;16384;8;1;1077871;0,7786;0,7783
24;512;32;16384;9;1;1077871;0,7790;0,7780
24;512;64;32768;0;1;1077871;0,6241;0,6236
24;512;64;32768;1;1;1077871;0,6233;0,6233
24;512;64;32768;2;1;1077871;0,6245;0,6239
24;512;64;32768;3;1;1077871;0,6245;0,6241
24;512;64;32768;4;1;1077871;0,6237;0,6237
24;512;64;32768;5;1;1077871;0,6245;0,6237
24;512;64;32768;6;1;1077871;0,6238;0,6230
24;512;64;32768;7;1;1077871;0,6286;0,6232
24;512;64;32768;8;0;1077871;0,6256;0,6237
24;512;64;32768;9;1;1077871;0,6244;0,6241
24;512;128;65536;0;1;1077871;0,6054;0,6054
24;512;128;65536;1;1;1077871;0,6049;0,6048
24;512;128;65536;2;1;1077871;0,6046;0,6042
24;512;128;65536;3;1;1077871;0,6061;0,6042
24;512;128;65536;4;1;1077871;0,6042;0,6036
24;512;128;65536;5;1;1077871;0,6040;0,6033
24;512;128;65536;6;1;1077871;0,6042;0,6044
24;512;128;65536;7;1;1077871;0,6055;0,6039
24;512;128;65536;8;1;1077871;0,6048;0,6043
24;512;128;65536;9;1;1077871;0,6046;0,6043
24;512;256;131072;0;1;1077871;0,5699;0,5696
24;512;256;131072;1;1;1077871;0,5701;0,5693
24;512;256;131072;2;0;1077871;0,5700;0,5694
24;512;256;131072;3;1;1077871;0,5699;0,5696
24;512;256;131072;4;1;1077871;0,5710;0,5690
24;512;256;131072;5;1;1077871;0,5700;0,5697
24;512;256;131072;6;1;1077871;0,5696;0,5696
24;512;256;131072;7;1;1077871;0,5698;0,5696
24;512;256;131072;8;1;1077871;0,5699;0,5692
24;512;256;131072;9;1;1077871;0,5702;0,5700
26;32;16;512;0;1;3957809;69,3193;70,3229
26;32;16;512;1;0;3957809;70,4359;70,9981
26;32;16;512;2;0;3957809;66,4268;66,2473
26;32;16;512;3;0;3957809;66,0742;66,2462
26;32;16;512;4;0;3957809;66,2511;66,3602
26;32;16;512;5;1;3957809;66,0076;66,2449
26;32;16;512;6;0;3957809;66,2390;66,3554
26;32;16;512;7;0;3957809;66,0202;66,2469
26;32;16;512;8;0;3957809;66,2581;66,2470
26;32;16;512;9;1;3957809;66,1650;66,2476
26;32;32;1024;0;1;3957809;33,3401;33,2050
26;32;32;1024;1;0;3957809;33,2578;34,3064
26;32;32;1024;2;1;3957809;34,9347;35,1414
26;32;32;1024;3;0;3957809;35,1826;35,2234
26;32;32;1024;4;1;3957809;35,2763;35,2450
26;32;32;1024;5;0;3957809;35,2642;33,4706
26;32;32;1024;6;0;3957809;33,4579;33,2724
26;32;32;1024;7;1;3957809;33,1919;33,2040
26;32;32;1024;8;1;3957809;33,3073;33,2062
26;32;32;1024;9;0;3957809;33,4221;34,8287
26;32;64;2048;0;0;3957809;18,7887;18,6128
26;32;64;2048;1;1;3957809;18,9256;18,7418
26;32;64;2048;2;0;3957809;18,9263;18,7170
26;32;64;2048;3;0;3957809;18,8659;18,6980
26;32;64;2048;4;0;3957809;18,9869;18,8035
26;32;64;2048;5;0;3957809;18,9372;18,8101
26;32;64;2048;6;0;3957809;18,2989;17,7175
26;32;64;2048;7;1;3957809;17,9183;17,7009
26;32;64;2048;8;0;3957809;17,8692;17,6343
26;32;64;2048;9;0;3957809;17,7982;17,6346
26;32;128;4096;0;1;3957809;9,6063;9,4123
26;32;128;4096;1;0;3957809;9,5815;9,4131
26;32;128;4096;2;0;3957809;9,5832;9,4117
26;32;128;4096;3;0;3957809;9,5604;9,4118
26;32;128;4096;4;1;3957809;9,5943;9,4133
26;32;128;4096;5;0;3957809;9,5817;9,4122
26;32;128;4096;6;1;3957809;9,5399;9,4139
26;32;128;4096;7;1;3957809;9,5906;9,4159
26;32;128;4096;8;0;3957809;9,5257;9,4133
26;32;128;4096;9;1;3957809;9,5584;9,4129
26;32;256;8192;0;1;3957809;9,3736;9,1699
26;32;256;8192;1;0;3957809;9,4061;9,1695
26;32;256;8192;2;0;3957809;9,4334;9,1845
26;32;256;8192;3;0;3957809;9,4367;9,1694
26;32;256;8192;4;0;3957809;9,2946;9,1774
26;32;256;8192;5;1;3957809;9,4065;9,1680
26;32;256;8192;6;0;3957809;9,3699;9,1699
26;32;256;8192;7;0;3957809;9,4087;9,1675
26;32;256;8192;8;0;3957809;9,4136;9,1699
26;32;256;8192;9;0;3957809;9,4048;9,1701
26;64;16;1024;0;0;3957809;33,2692;33,1811
26;64;16;1024;1;0;3957809;33,2081;33,1873
26;64;16;1024;2;0;3957809;33,1755;33,1819
26;64;16;1024;3;0;3957809;33,1850;33,1838
26;64;16;1024;4;0;3957809;33,1875;33,1815
26;64;16;1024;5;0;3957809;33,2100;33,1855
26;64;16;1024;6;0;3957809;33,2444;33,1889
26;64;16;1024;7;0;3957809;33,2385;33,1885
26;64;16;1024;8;0;3957809;33,2887;33,1836
26;64;16;1024;9;0;3957809;33,1833;33,1878
26;64;32;2048;0;0;3957809;17,7877;17,6445
26;64;32;2048;1;0;3957809;17,8276;17,6459
26;64;32;2048;2;0;3957809;17,8255;17,6460
26;64;32;2048;3;0;3957809;17,7851;17,6474
26;64;32;2048;4;0;3957809;17,8220;17,6468
26;64;32;2048;5;0;3957809;17,7623;17,6466
26;64;32;2048;6;0;3957809;17,8330;17,6465
26;64;32;2048;7;0;3957809;17,7536;17,6465
26;64;32;2048;8;0;3957809;17,8509;17,6448
26;64;32;2048;9;0;3957809;17,7991;17,6464
26;64;64;4096;0;0;3957809;9,6042;9,4073
26;64;64;4096;1;0;3957809;9,6291;9,4070
26;64;64;4096;2;1;3957809;9,5637;9,4067
26;64;64;4096;3;1;3957809;9,5746;9,4152
26;64;64;4096;4;0;3957809;9,5587;9,4220
26;64;64;4096;5;1;3957809;9,5498;9,4078
26;64;64;4096;6;0;3957809;9,6699;9,4268
26;64;64;4096;7;0;3957809;9,5704;9,4067
26;64;64;4096;8;0;3957809;9,5967;9,4080
26;64;64;4096;9;0;3957809;9,5673;9,4069
26;64;128;8192;0;1;3957809;5,9624;5,8876
26;64;128;8192;1;0;3957809;5,9618;5,8972
26;64;128;8192;2;0;3957809;6,0572;5,8979
26;64;128;8192;3;1;3957809;6,0542;5,8869
26;64;128;8192;4;1;3957809;5,9435;5,8874
26;64;128;8192;5;0;3957809;6,0744;5,8850
26;64;128;8192;6;1;3957809;5,9485;5,8981
26;64;128;8192;7;0;3957809;6,0593;5,8874
26;64;128;8192;8;0;3957809;6,0543;5,8847
26;64;128;8192;9;1;3957809;6,0332;5,8850
26;64;256;16384;0;0;3957809;5,8027;5,5456
26;64;256;16384;1;1;3957809;5,7975;5,5481
26;64;256;16384;2;0;3957809;5,7934;5,5377
26;64;256;16384;3;0;3957809;5,8036;5,5382
26;64;256;16384;4;0;3957809;5,8149;5,5380
26;64;256;16384;5;0;3957809;5,6735;5,5514
26;64;256;16384;6;0;3957809;5,8137;5,5347
26;64;256;16384;7;1;3957809;5,6775;5,5383
26;64;256;16384;8;0;3957809;5,7565;5,5197
26;64;256;16384;9;1;3957809;5,8595;5,6233
26;128;16;2048;0;0;3957809;18,6105;18,5784
26;128;16;2048;1;0;3957809;18,8648;18,6838
26;128;16;2048;2;0;3957809;18,8384;18,7549
26;128;16;2048;3;0;3957809;18,9235;18,8790
26;128;16;2048;4;0;3957809;19,0443;18,8730
26;128;16;2048;5;0;3957809;19,0944;19,0021
26;128;16;2048;6;0;3957809;19,1536;17,8393
26;128;16;2048;7;1;3957809;17,8648;17,7243
26;128;16;2048;8;0;3957809;17,8976;17,6449
26;128;16;2048;9;0;3957809;17,8294;17,6450
26;128;32;4096;0;0;3957809;9,5362;9,4110
26;128;32;4096;1;0;3957809;9,5849;9,4137
26;128;32;4096;2;0;3957809;9,5938;9,4125
26;128;32;4096;3;1;3957809;9,5970;9,4113
26;128;32;4096;4;0;3957809;9,5663;9,4129
26;128;32;4096;5;0;3957809;9,6079;9,4124
26;128;32;4096;6;1;3957809;9,5828;9,4335
26;128;32;4096;7;0;3957809;9,6701;9,4118
26;128;32;4096;8;0;3957809;9,6236;9,4116
26;128;32;4096;9;1;3957809;9,5904;9,4124
26;128;64;8192;0;0;3957809;5,9855;5,8992
26;128;64;8192;1;1;3957809;6,0584;5,8988
26;128;64;8192;2;1;3957809;6,0701;5,8992
26;128;64;8192;3;1;3957809;6,0649;5,8973
26;128;64;8192;4;1;3957809;5,9822;5,8905
26;128;64;8192;5;1;3957809;6,0570;5,8989
26;128;64;8192;6;0;3957809;6,0709;5,8907
26;128;64;8192;7;0;3957809;6,0821;5,8887
26;128;64;8192;8;1;3957809;6,0476;5,8908
26;128;64;8192;9;0;3957809;5,9309;5,8922
26;128;128;16384;0;0;3957809;5,7635;5,5400
26;128;128;16384;1;0;3957809;5,5871;5,5417
26;128;128;16384;2;1;3957809;5,7238;5,4372
26;128;128;16384;3;0;3957809;5,7300;5,5500
26;128;128;16384;4;1;3957809;5,6688;5,5478
26;128;128;16384;5;0;3957809;5,7267;5,5463
26;128;128;16384;6;1;3957809;5,6841;5,4659
26;128;128;16384;7;0;3957809;5,7014;5,5493
26;128;128;16384;8;1;3957809;5,8105;5,5488
26;128;128;16384;9;1;3957809;5,7188;5,5423
26;128;256;32768;0;1;3957809;4,8823;4,7181
26;128;256;32768;1;0;3957809;4,9923;4,6918
26;128;256;32768;2;0;3957809;4,8462;4,6548
26;128;256;32768;3;1;3957809;4,8889;4,6342
26;128;256;32768;4;1;3957809;4,9438;4,5985
26;128;256;32768;5;0;3957809;4,9457;4,7682
26;128;256;32768;6;1;3957809;4,9721;4,7226
26;128;256;32768;7;0;3957809;4,8531;4,7226
26;128;256;32768;8;0;3957809;4,9985;4,7204
26;128;256;32768;9;1;3957809;4,8514;4,7153
26;256;16;4096;0;0;3957809;10,5117;10,1318
26;256;16;4096;1;1;3957809;10,5054;10,1329
26;256;16;4096;2;0;3957809;10,4252;10,1365
26;256;16;4096;3;0;3957809;10,4382;10,1357
26;256;16;4096;4;0;3957809;10,4197;10,1522
26;256;16;4096;5;0;3957809;10,4383;10,1525
26;256;16;4096;6;1;3957809;10,4194;10,1510
26;256;16;4096;7;0;3957809;10,4203;10,1528
26;256;16;4096;8;0;3957809;10,4406;10,1529
26;256;16;4096;9;0;3957809;10,4003;10,1323
26;256;32;8192;0;0;3957809;6,7613;6,5098
26;256;32;8192;1;0;3957809;6,6953;6,5099
26;256;32;8192;2;0;3957809;6,6582;6,5103
26;256;32;8192;3;1;3957809;6,6944;6,5107
26;256;32;8192;4;0;3957809;6,6710;6,5099
26;256;32;8192;5;1;3957809;6,6579;6,4986
26;256;32;8192;6;0;3957809;6,6614;6,5107
26;256;32;8192;7;1;3957809;6,6730;6,4988
26;256;32;8192;8;0;3957809;6,6949;6,5106
26;256;32;8192;9;0;3957809;6,6599;6,5110
26;256;64;16384;0;0;3957809;5,6752;5,5227
26;256;64;16384;1;0;3957809;5,6771;5,5293
26;256;64;16384;2;1;3957809;5,8001;5,5286
26;256;64;16384;3;0;3957809;5,5517;5,5281
26;256;64;16384;4;0;3957809;5,7459;5,3752
26;256;64;16384;5;1;3957809;5,7915;5,5209
26;256;64;16384;6;1;3957809;5,7923;5,5221
26;256;64;16384;7;0;3957809;5,5676;5,5234
26;256;64;16384;8;1;3957809;5,6973;5,4041
26;256;64;16384;9;1;3957809;5,6842;5,5226
26;256;128;32768;0;1;3957809;5,1760;4,8727
26;256;128;32768;1;1;3957809;5,1448;4,8775
26;256;128;32768;2;0;3957809;5,0921;4,8711
26;256;128;32768;3;1;3957809;4,9736;4,8783
26;256;128;32768;4;0;3957809;5,0174;4,8795
26;256;128;32768;5;0;3957809;5,0811;4,8708
26;256;128;32768;6;1;3957809;5,0920;4,8709
26;256;128;32768;7;0;3957809;5,0996;4,8425
26;256;128;32768;8;0;3957809;5,1099;4,8947
26;256;128;32768;9;0;3957809;5,0708;4,8716
26;256;256;65536;0;1;3957809;4,6952;4,5104
26;256;256;65536;1;1;3957809;4,6487;4,4892
26;256;256;65536;2;0;3957809;4,6675;4,4947
26;256;256;65536;3;1;3957809;4,6577;4,5382
26;256;256;65536;4;1;3957809;4,7832;4,5116
26;256;256;65536;5;0;3957809;4,6535;4,4908
26;256;256;65536;6;0;3957809;4,6689;4,4949
26;256;256;65536;7;0;3957809;4,7000;4,4981
26;256;256;65536;8;1;3957809;4,6881;4,4990
26;256;256;65536;9;0;3957809;4,6678;4,4943
26;512;16;8192;0;1;3957809;8,0382;7,7515
26;512;16;8192;1;0;3957809;8,0824;7,7324
26;512;16;8192;2;0;3957809;7,9364;7,7492
26;512;16;8192;3;1;3957809;7,9156;7,7328
26;512;16;8192;4;1;3957809;7,9552;7,7469
26;512;16;8192;5;1;3957809;7,9815;7,7323
26;512;16;8192;6;0;3957809;8,0354;7,7491
26;512;16;8192;7;1;3957809;8,0245;7,7440
26;512;16;8192;8;1;3957809;7,9273;7,7469
26;512;16;8192;9;1;3957809;8,0204;7,7473
26;512;32;16384;0;0;3957809;6,3115;6,0347
26;512;32;16384;1;1;3957809;6,1881;6,0338
26;512;32;16384;2;1;3957809;6,3184;6,0263
26;512;32;16384;3;1;3957809;6,1875;6,0356
26;512;32;16384;4;0;3957809;6,3094;5,9865
26;512;32;16384;5;1;3957809;6,2159;6,0360
26;512;32;16384;6;0;3957809;6,2458;6,0353
26;512;32;16384;7;1;3957809;6,2264;6,0359
26;512;32;16384;8;1;3957809;6,2256;6,0348
26;512;32;16384;9;1;3957809;6,2990;6,0271
26;512;64;32768;0;1;3957809;4,9780;4,8149
26;512;64;32768;1;1;3957809;5,0739;4,8124
26;512;64;32768;2;1;3957809;5,0843;4,8147
26;512;64;32768;3;1;3957809;5,0271;4,8100
26;512;64;32768;4;1;3957809;4,9142;4,8139
26;512;64;32768;5;1;3957809;5,0435;4,8067
26;512;64;32768;6;1;3957809;5,0301;4,8154
26;512;64;32768;7;0;3957809;4,9679;4,8190
26;512;64;32768;8;1;3957809;5,0292;4,7490
26;512;64;32768;9;1;3957809;5,0727;4,8150
26;512;128;65536;0;1;3957809;4,8403;4,6783
26;512;128;65536;1;0;3957809;4,9260;4,6624
26;512;128;65536;2;1;3957809;4,9053;4,6533
26;512;128;65536;3;1;3957809;4,9279;4,6679
26;512;128;65536;4;1;3957809;4,9281;4,6566
26;512;128;65536;5;1;3957809;4,9222;4,6637
26;512;128;65536;6;1;3957809;4,9329;4,6645
26;512;128;65536;7;1;3957809;4,8893;4,6539
26;512;128;65536;8;1;3957809;4,8801;4,6631
26;512;128;65536;9;1;3957809;4,8876;4,6692
26;512;256;131072;0;1;3957809;4,6350;4,3968
26;512;256;131072;1;1;3957809;4,6709;4,3968
26;512;256;131072;2;1;3957809;4,6454;4,3956
26;512;256;131072;3;1;3957809;4,6342;4,3950
26;512;256;131072;4;1;3957809;4,5938;4,3944
26;512;256;131072;5;1;3957809;4,6222;4,3979
26;512;256;131072;6;1;3957809;4,6073;4,3988
26;512;256;131072;7;1;3957809;4,6191;4,3932
26;512;256;131072;8;0;3957809;4,6896;4,3986
26;512;256;131072;9;1;3957809;4,6287;4,3929
